,user,created,description,location
251,0nly_bangtan,2020-03-20 01:32:48,✨𝒀𝒐𝒖 𝒂𝒓𝒆 𝒕𝒉𝒆 𝒄𝒂𝒖𝒔𝒆 𝒐𝒇 𝒎𝒚 𝒆𝒖𝒑𝒉𝒐𝒓𝒊𝒂 ✨ ARMYᴼᵗ⁷ ℑ'𝔪 𝔣𝔦𝔫𝔢 🐈 @BTS_twt 🎶,con mis gatos 
252,RumisaGamal,2020-03-20 01:32:48,"(:
#BTS",
253,Bbour6,2020-03-20 01:32:48,|LOVE YOU BANGTAN|JUNGKOOK♡|  @BTS_twt,Thailand
254,celebrimbor40,2020-03-20 01:32:48,,
255,moonchild_2min,2020-03-20 01:32:48,"| Fan Account | 🌸 | ot7 stan | #WeLoveYouBTS 💜 | ❝ Make ιt rιght ❞ |                                                   
Eres mi alma gemela @Paola90590681 💜",
256,RED_JKSG,2020-03-20 01:32:48,"@Alice_RT09
•🌈𝙐𝙣𝙞𝙫𝙚𝙧𝙨𝙚🌞•
𝙴𝚟𝚎𝚛𝚢 𝚗𝚎𝚠 𝚍𝚊𝚢 𝚒𝚜 𝚊𝚗𝚘𝚝𝚑𝚎𝚛 𝚌𝚑𝚊𝚗𝚌𝚎 𝚝𝚘 𝚌𝚑𝚊𝚗𝚐𝚎 𝚢𝚘𝚞𝚛 𝚕𝚒𝚏𝚎.",ผนงรจตกม
257,wwhjin19921204,2020-03-20 01:32:48,fan account 이밤 에 듣는 Moon🌙,
258,Ninkac1,2020-03-20 01:32:48,"""𝐄𝐑𝐄𝐒 𝐌𝐔𝐘 𝐉𝐎𝐕𝐄𝐍 𝐂𝐎𝐌𝐎 𝐏𝐀𝐑𝐀 𝐃𝐄𝐉𝐀𝐑 𝐐𝐔𝐄 𝐄𝐋 𝐌𝐔𝐍𝐃𝐎 𝐓𝐄 𝐐𝐔𝐈𝐄𝐁𝐑𝐄"".-𝐊𝐈𝐌 𝐓𝐀𝐄𝐇𝐘𝐔𝐍𝐆💜✨","Guayas, Ecuador"
259,maripz_9705,2020-03-20 01:32:48,"13/10/2019
(っ◔◡◔)っ ♥ Euphoria ♥
“𝐂𝐨𝐧𝐨𝐳𝐜𝐨 𝐭𝐨𝐝𝐨𝐬 𝐭𝐮𝐬 𝐝𝐞𝐟𝐞𝐜𝐭𝐨𝐬, 𝐲 𝐚ú𝐧 𝐚𝐬í, 𝐜𝐫𝐞𝐨 𝐪𝐮𝐞 𝐞𝐫𝐞𝐬 𝐩𝐞𝐫𝐟𝐞𝐜𝐭𝐨”",Paraguay
260,vmwins,2020-03-20 01:32:48,⠀ ⠀ ⠀⠀ ⠀ ⠀⠀⠀ ⠀ ⠀95 ★ 🌿 𝒇𝒂𝒎𝒊𝒍𝒍𝒆,⠀ ⠀ ⠀⌕ .⠀##𝐕𝐌𝐈𝐍 
261,jeongguk_loml,2020-03-20 01:32:48,,
262,Umahope2,2020-03-20 01:32:48,"투표/포카교환을 위한 부계입니다💜
본계는 @NY_Umahope (본계는 되도록 본계로 와주세욤🙋🏻)",
263,1997_JEONJK,2020-03-20 01:32:48,,
264,mari_bts__,2020-03-20 01:32:48,"σɴʟʏ ᴀ.ʀ.м.ʏ ,σт7 /ғᴀɴ ᴀccσυɴт @BTS_twt",Brasil
265,priscilla_rio,2020-03-20 01:32:48,"tudo bem derrubar lágrimas, 
mas não derrube a si mesmo

(fan account)",bangtan sonyeondan 💜 
266,seokjinniebts_,2020-03-20 01:32:48,#ARMY,
267,dkdktx,2020-03-20 01:32:48,Account for supporting my boys... No need to say more... Proud to be Noona ARMY..,
268,pmj_12,2020-03-20 01:32:48,BTS @BTS_twt     SEVENTEEN @pledis_17                           MONSTA X @OfficialMonstaX     SF9 @sf9official      N.Flying @NFlyingofficial,
269,razz33100,2020-03-20 01:32:48,"Most hated person on Twitter. 🙄 
Noticed and B-worded by C word! 😍
Peppa noticed x2 😌✨ You could never 💅
8x Platinum selling 😍
Stan me for clear skin 💁‍♀️","Auckland, New Zealand"
270,gaeulJack,2020-03-20 01:32:48,𝐚𝐫𝐦𝐲 (n).  ❝𝖺 𝗉𝖾𝗋𝗌𝗈𝗇 𝗐𝗁𝗈 𝗐𝗂𝗅𝗅 𝗅𝗈𝗏𝖾 𝖺𝗇𝖽 𝗉𝗋𝗈𝗍𝖾𝖼𝗍 𝖻𝗍𝗌 𝖿𝗋𝗈𝗆 𝖺𝗅𝗅 𝗍𝗁𝖾 𝖻𝖺𝖽 𝗍𝗁𝗂𝗇𝗀𝗌 𝗂𝗇 𝗍𝗁𝖾 𝗐𝗈𝗋𝗅𝖽❞ ࿐♡*°,"Ica, Peru"
271,2yukirin,2020-03-20 01:32:48,,
272,myhopeJ0218,2020-03-20 01:32:47,,
273,tellme_bts,2020-03-20 01:32:47,I Stan the tumbling-puppy cyclone that is BTS. 💜 Je t'aime plus qu'hier mais moins que demain. 💜 layout/profile pic belong to @_debrenner,"Washington, USA"
274,KimBian34758043,2020-03-20 01:32:47,тคεкσσк❦нq'ร❣Ъคหgтคห รσหყεσหdคห❥dคหcεღყσu g¡vε мε тнε Ъεรт σƒ мε...🌔🌜,no teu furico km
275,Brendha95386343,2020-03-20 01:32:47,"16y
 Only Army💜",
276,yuna_emy,2020-03-20 01:32:47,"💜 I Love BTS 💜 Yuzuru Hanyu 💜 Animes 💜Manwha/BL💜 Kpop /Jpop /Kdrama/Jdrama💜 ”Moonchild Don't Cry, When Moon rise it's your time “🌙✨",
277,tatamn00,2020-03-20 01:32:47,✩°｡⋆⸜(ू˙꒳ ˙ ) BTS 방탄소년단 ; 태형🐯 | NCT Dream ; 재민 ♡ 제노 💚.° I purple you 💜 💙💛 น้งเจนโน่น่ารักที่สุดในโลก~ ♡♡,"minno, alljeno, kookmin, vmin"
278,AGUSTDMlN,2020-03-20 01:32:47,karo said: get ur fuckin hot cheetos and go tell yoongi sumn | rapline horre,
279,uwueyb,2020-03-20 01:32:47,b t s  X  t x t,OT7 ● 방탄소년단
280,TaeEsMiTodo,2020-03-20 01:32:47,˚₊· ➳❥#TAEKOOK; Love is mutual •» Fan acc ✰ OT7• ↳@BTS_twt: my euphoria... ♡ tae biased,[🇨🇴]Bangtan. ✰
281,SYanetFR,2020-03-20 01:32:47,Some might think this is my fan account but it’s just me loving what I love unapologetically 💜,
282,hyuckblood,2020-03-20 01:32:47,"، 𖧧࣪ — 𝖽𝗈𝗇’𝗍 𝗆𝖺𝗄𝖾 𝗆𝖾 𝗌𝖺𝖽, 𝖽𝗈𝗇’𝗍 𝗆𝖺𝗄𝖾 𝗆𝖾 𝖼𝗋𝗒, 𝗐𝖾 𝗐𝖾𝗋𝖾 𝖻𝗈𝗋𝗇 𝗍𝗈 𝖽𝗂𝖾",𝔫𝔤𝔟𝔥
283,cosmica0,2020-03-20 01:32:47,só sei que nada sei,Brasil
284,shelovela_,2020-03-20 01:32:47,fan account of @BTS_twt ↭↭,"Yogyakarta, Indonesia"
285,seokjvante,2020-03-20 01:32:47,##!!  𝖇𝖔𝖔𝖕 𝖇𝖔𝖔𝖕.. ⚔️ 𝖎 𝖑𝖔𝖛𝖊 @BTS_twt 𝖒𝖔𝖗𝖊 𝖙𝖍𝖆𝖓 𝖆𝖓𝖞𝖙𝖍𝖎𝖓𝖌 🔗 ★ #OT7  𝟒 𝑳𝑰𝑭𝑬 ★... | fan account |,⛓ 𝐒𝐇𝐀𝐃𝐎𝐖 ⭑
286,mlkinobg,2020-03-20 01:32:47,"💜BTS💜올방탄💜OT7💜Fan account for BTS
방탄과 나에게 이로운 덕질을 합니다.
랜선 들이댐 좋아함. 초멘 환영.😍🥰",대한민국
287,Omnivora_23,2020-03-20 01:32:47,FAN ACCOUNT,Bangtan Sonyeondan
288,BtSomon,2020-03-20 01:32:47,oneTrueseven,
289,yoonsbaby_,2020-03-20 01:32:47,"𝐖𝐀𝐑𝐍𝐈𝐍𝐆, this user is in 𝙇 word with min yoongi",
290,CGV_TAEHYUNG95,2020-03-20 01:32:47,@bts_twt Fan Account | 방탄소년단,"Daegu, Republic of Korea"
291,jinderswag,2020-03-20 01:32:47,“what the hell does the number 11 mean”,
292,1JSJRJVJ1,2020-03-20 01:32:47,☞98line❀방탄소년단❀\\OKINAWA＊A.R.M.Y//◎神戸振替公演22日＊ライビュ23日進撃済◎,
293,uthuyRJ,2020-03-20 01:32:47,FAN ACCOUNT @BTS_TWT💜 BIG HIT STAN 💜LOVE OT7  💜 SUPPORT OT5 💜91L JAKARTA,"Jakarta Pusat, DKI Jakarta"
294,qodudal,2020-03-20 01:32:47,"INNER CHILD

넌 나의
은하수들을 보면 돼
저 별들을 맞으면 돼
나의 세상을 네게 줄게

너의 눈을 비춘
빛들은 지금의 나니까
You’re my boy, my boy
My boy, my boy, my boy",대한민국 부산
295,LuniSora,2020-03-20 01:32:47,,
296,yekaste,2020-03-20 01:32:47,"3000, 4000% 🤟🏼",Canada
297,JPSarang,2020-03-20 01:32:47,"🅱🆃🆂  🅿🅰🆅🅴🅳  🆃🅷🅴  🆆🅰🆈
🐨🐹🐱🐿🐥🐯🐰 
🅽.🅵🅻🆈🅸🅽🅶 𝓲𝓼 𝓶𝔂 𝓷𝓮𝔀 𝓫𝓪𝓫𝓲𝓮𝓼.",bangtan universe 
298,KaiKwi,2020-03-20 01:32:47,BTS fan account .... Jimin is my bias 💛,"Houston, TX"
299,jaw_aww,2020-03-20 01:32:47,ใส่แว่นผมสั้น | เกิดในรัชกาลที่๙ | เสพติดคอนเสิร์ต | หลงรักเสียงเพลง | จบนิเทศ | ชอบเดินทาง(ไปเรื่อย) | บางครั้งก็เป็นคนดี บางทีก็เป็นคนเลว #รีทวิตแทนความรู้สึก,ณ ดาวพฤหัส 702 ∞
300,victorik0,2020-03-20 01:32:47,i welcome suffering caused by koreans🐥🐰,
301,snowonthesea,2020-03-20 01:32:46,"문대통령님💖💜김태형(방탄소년단뷔)💞💜
대부분 rt예요",
302,JPSarang,2020-03-20 01:32:46,"🅱🆃🆂  🅿🅰🆅🅴🅳  🆃🅷🅴  🆆🅰🆈
🐨🐹🐱🐿🐥🐯🐰 
🅽.🅵🅻🆈🅸🅽🅶 𝓲𝓼 𝓶𝔂 𝓷𝓮𝔀 𝓫𝓪𝓫𝓲𝓮𝓼.",bangtan universe 
303,JPSarang,2020-03-20 01:32:46,"🅱🆃🆂  🅿🅰🆅🅴🅳  🆃🅷🅴  🆆🅰🆈
🐨🐹🐱🐿🐥🐯🐰 
🅽.🅵🅻🆈🅸🅽🅶 𝓲𝓼 𝓶𝔂 𝓷𝓮𝔀 𝓫𝓪𝓫𝓲𝓮𝓼.",bangtan universe 
304,sindyktaehyung,2020-03-20 01:32:46,,
305,0T7_bangtan_,2020-03-20 01:32:46,"𝒢𝑜𝓉𝓉𝒶 𝑔𝑜 𝒾𝓃𝓈𝒶𝓃𝑒 𝓉𝑜 𝓈𝓉𝒶𝓎 𝓈𝒶𝓃𝑒

I sometimes draw- works at @metanoia_fanart",
306,sindyktaehyung,2020-03-20 01:32:46,,
307,KookV__1123,2020-03-20 01:32:46,💜BTS &❤️TWICE&💛WANNA ONE. 🐰KookV is my life🐯 19y,"Hsinchu County, Taiwan"
308,RosarioSantosss,2020-03-20 01:32:46,"you gave me the best of me🌸
#PTARMYALLIANCE","Lisboa, Portugal"
309,rosaria419412,2020-03-20 01:32:46,"BTS맴버 모두를 
좋아하는 방탄맘이에요~~
💜 ONLY  BTS 💜
언제나 어디서든 열심히 응원합니다💕💕💕",대한민국
310,TaeKook_love7_,2020-03-20 01:32:46,"We Were Only Seven, But We Have You ARMY {} @BTS_twt
OT7 ✌🏻😎

Esta es otra cuenta :v 
Ya que no puede entrar a la otra 😭😭😭🤧 y no la encuentro jejeje :v",BTS world 
311,JoonsMoon17,2020-03-20 01:32:46,The genre is BTS | fan account,
312,scarlet_auxo,2020-03-20 01:32:46,Scarlet Xerxes Auxo🌌 💕Anime💞 ARMY 😘💜 I tweet everything ARMY✨DMs are always open🌃,Malaysia
313,taegiseoked,2020-03-20 01:32:46,"손잡고팀 🐯🐱 ~ love hurts, it causes anger, jealousy, obssession, why don't u love me back?",ARMY 5기6기 / INFJ-T / HORRES™️
314,on_mai_own,2020-03-20 01:32:46,嵐 6th Member,5 - 1 = 0
315,chantiquebn,2020-03-20 01:32:46,"Shining, shimmering, splendid💫","Yogyakarta, Indonesia"
316,dkdktx,2020-03-20 01:32:46,Account for supporting my boys... No need to say more... Proud to be Noona ARMY..,
317,sulistiakp,2020-03-20 01:32:46,18 y.o✨,
318,haneen7a002,2020-03-20 01:32:46,"Fan account for
‏BTS 💜 ~
saudi arabia 💚",
319,Minmin_06130309,2020-03-20 01:32:46,"방알페서🐯🐹(🐹른)🐱🐿
/팔로우하지마세요볼거없음/맞팔아는사이아니면안해요/김수현언급종종함
/fan account",민윤기말랑
320,Young_LoveBTR,2020-03-20 01:32:46,"𝐵𝑇𝑅 & 𝐵𝑇𝑆 𝑎𝑟𝑒 𝑡𝘩𝑒 𝑚𝑜𝑠𝑡 𝑝𝑟𝑒𝑐𝑖𝑜𝑢𝑠 𝑡𝘩𝑖𝑛𝑔 𝐼'𝑣𝑒 𝑒𝑣𝑒𝑟 𝘩𝑎𝑑 𝑖𝑛 𝑚𝑦 𝑙𝑖𝑓𝑒 🦢
/🖤𝓕𝓪𝓷 𝓪𝓬𝓬𝓸𝓾𝓷𝓽 🖤",♡3/4 + BTR acc♡
